"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"119869035251904512","","","","","2011-09-30 20:19:39 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Artist rendition of iOS 5's Assistant feature - definitely a cool idea. Wonder if it actually works : http://t.co/6d4Fuulx","http://www.macrumors.com/2011/09/30/a-look-at-apples-assistant-interface-for-the-new-iphone/"
"119862798502211584","","","","","2011-09-30 19:54:52 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","I would be ok with traveling the world and just taking photos for a living.   http://t.co/JbyjTiAQ","http://cl.ly/2k423u2T1T193x1g0W04"
"119805607736901633","","","","","2011-09-30 16:07:37 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Trenvy - social fashion: http://t.co/6G8cZjIJ","http://trenvy.com/invites/a/4e85e91c-de70-47f5-99c5-127b400de8e3"
"119783188766793728","","","","","2011-09-30 14:38:32 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Did you see the photos and slideshow from Steph and Joe's ""One year Later"" shoot?

Take a look: http://t.co/izlWJbPw","http://www.manikratheephotography.com/2011/09/28/steph-and-joe-one-year-later/"
"119049455633838081","119049230022230017","18479832","","","2011-09-28 14:02:56 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@alpesh_shah zing"
"119048881731420160","","","","","2011-09-28 14:00:39 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","I wish I could margin:0 auto; your face. #reallifecode"
"119047941594947584","","","119045643506429952","10545","2011-09-28 13:56:55 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @flyosity: Bloomberg leaks Amazon's announcement: $199 Kindle Fire tablet. 7-inch display, based on Android. http://t.co/N707ZrY7","http://cl.ly/AVHE"
"118889523647225858","","","","","2011-09-28 03:27:25 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","New on the blog: ""Steph and Joe, One Year Later""

Read the post, take a look at the photos and watch the new slideshow

http://t.co/izlWJbPw","http://www.manikratheephotography.com/2011/09/28/steph-and-joe-one-year-later/"
"118889405707587586","118866654103994368","225261033","","","2011-09-28 03:26:57 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@olaolusoga @neiladelantar @fowd @idrew4u Same here - should be a great few days."
"118758480105582593","118756642773929985","225261033","","","2011-09-27 18:46:42 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@olaolusoga balsamiq & omnigraffle after notebook sketches in action notebook"
"118466304859578368","","","","","2011-09-26 23:25:42 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","?@TheNextWeb: 10 inspiring accounts to follow on Instagram http://t.co/3GsNoZ2X by @LaurenFisher on @TNWsocialmedia?","http://cl.ly/1t0k3n1g22431I0f182f"
"118466202279485441","","","","","2011-09-26 23:25:18 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","rt @TheNextWeb: 10 inspiring accounts to follow on Instagram http://t.co/sJbAlIbY","http://cl.ly/3T3x1d0E3U1P3p1n2G0M"
"118412856948572160","118400364759359488","225261033","","","2011-09-26 19:53:19 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@olaolusoga @neiladelantar @idrew4u drew4me, you going?"
"118343622444847105","118341808802627585","225261033","","","2011-09-26 15:18:12 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@olaolusoga @neiladelantar @idrew4u yea I think both - no workshops though"
"118134928599826432","118134862229147649","145263179","","","2011-09-26 01:28:56 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@brenPhotography will do"
"118070646503780353","","","","","2011-09-25 21:13:30 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Anyone know how to fix this gmail / google+ issue?

http://t.co/PbfOx15R","https://plus.google.com/118337203025285830553/posts/ecRtBZ4m7rK"
"118013206429057024","","","","","2011-09-25 17:25:15 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","?@MacTrast: Windows 8 gets a new Blue Screen of Death, now even sadder than before: http://t.co/7dzh2NPs?","http://cl.ly/1y2w2E2M0E0M3Y2N311j"
"118012659286282240","118005370663874560","29452677","","","2011-09-25 17:23:05 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@fstoppers stating general interest with no recommendations.

Because I'm so helpful"
"117968349929029632","","","117803404633440256","82433","2011-09-25 14:27:01 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @stefsull: CSS3 (webkit-only) Shadow DOM styling of &lt;input&gt; elements by @simurai ??http://t.co/tMy1nW1h #HAWT! #css3","http://srewis.me/oLo5kb"
"117967935930245121","","","117832956793466880","82433","2011-09-25 14:25:22 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @stefsull: YES!! RT @stevenf: I don't understand how USB plugs are always upside-down the first time you try to plug them in and ALSO ..."
"117967699296006144","","","117881094250037248","22997517","2011-09-25 14:24:25 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @LightStalking: I have never taken a picture for any other reason than that at that moment it made me happy to do so. - Jacques-Henri ..."
"117771107267907584","","","117746194863751168","50457425","2011-09-25 01:23:14 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @fabiosasso: The Spotify Integration in FB is creepy. Everything I listened to is shared... There are things to share, not everything ..."
"117602483999739904","","","","","2011-09-24 14:13:11 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Great thought - 
http://t.co/IGUu07nw","http://cl.ly/071l253G3u1Q3C3H290g"
"117602098786480128","","","","","2011-09-24 14:11:39 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","From the blog: ""Why Facebook's latest changes are huge for your photography business.""

http://t.co/ZdTCoeZi?","http://cl.ly/3p02153X0P0Q0c2y2Q3M"
"117442782729207809","","","","","2011-09-24 03:38:36 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","For photographers: Why Facebook's latest changes are huge for your photography business.

http://t.co/gUd87OOW","http://www.manikratheephotography.com/2011/09/24/facebook-you/"
"117419534641659904","","799212","","","2011-09-24 02:06:13 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@danielmall you've been summoned good sir http://t.co/2vc6OPTw","http://twitpic.com/6pjtz3"
"117255046701395968","117254649249148930","16001206","","","2011-09-23 15:12:36 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@jasminestar You could even further YOUR timeline for your business, not just your clients' - I did this: http://t.co/tRGlLxDQ","http://cl.ly/0P0k1T1j1d3j2m2a0Q1u"
"117249200940523520","117248413518671874","225261033","","","2011-09-23 14:49:22 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@olaolusoga I'm registered as a dev on facebook"
"117248039365783554","117247655289176066","253239938","","","2011-09-23 14:44:45 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@andie1007 I rarely even use Facebook - just to manage my fan page and reply to notifications via mobile. it's an interesting approach"
"117246501801037824","","","","","2011-09-23 14:38:39 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Just launched my timeline on facebook: http://t.co/tRGlLxDQ","http://cl.ly/0P0k1T1j1d3j2m2a0Q1u"
"116975286339375104","","","","","2011-09-22 20:40:56 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Have you ""liked"" Manik Rathee Photography yet? 

http://t.co/IwITosFX  - Feel free to spread the word!","https://www.facebook.com/manikratheephotography"
"116944689873166337","","","116944160237420544","10545","2011-09-22 18:39:21 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @flyosity: Color reinvents itself as Facebook photo browser. Nice pivot, idiots. http://t.co/LsptaVjb","http://nyti.ms/rlOxMI"
"116944644629213184","","","","","2011-09-22 18:39:10 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Great example of everything you shouldn't do with an app. ?@flyosity: Color reinvents itself as Facebook photo browser. Nice pivot, idiots.?"
"116934950116274176","","","","","2011-09-22 18:00:39 +0000","<a href=""http://geekli.st"" rel=""nofollow"">Geeklist Inc</a>","Check out my new Geeklist name! http://t.co/HoGve98P. You should get yours here: http://gkl.st/beta #gklstbeta","http://gkl.st/manikrathee"
"116929739217842176","116929366142885889","16001206","","","2011-09-22 17:39:56 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@jasminestar What do you think timeline brings for wedding photographers?"
"116928695687593986","","","","","2011-09-22 17:35:48 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","The about page for Facebook's ""Timeline"" /  http://t.co/clqMgYo7 #f8","https://www.facebook.com/about/timeline"
"116927929476321281","","","","","2011-09-22 17:32:45 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Great. Facebook's timeline view uses masonry. 

Mixing photos, text, headlines, all into one unreadable mash of nothingness. #f8"
"116926376010985472","","","","","2011-09-22 17:26:35 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","This implosion (#f8) shows why good presentations are actually important. Ex: not this.

#apple"
"116926177494573056","","","","","2011-09-22 17:25:47 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","?@alpesh_shah: HP should find out who thought this #F8 opening was a good idea and name them CEO.?"
"116924149385011200","","","","","2011-09-22 17:17:44 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Seriously? 

#f8 isn't the VMAs. 

Cut the music, cut the comedy openers and cut all of this extra bs."
"116921753007165440","","","116918069061885954","2890961","2011-09-22 17:08:12 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @Gizmodo: I hope Facebook announces a mirror so their f8 staff can reevaluate their lives and never wear vests again #f8"
"116918093489512448","","","","","2011-09-22 16:53:40 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Watching the #f8 livestream may seal the deal on my move from facebook to g+."
"116917456185982976","116917321515278336","225261033","","","2011-09-22 16:51:08 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@olaolusoga So they say. 

cmon now, F8 =/= VMAs."
"116916917868052480","","","116916836951523328","43001556","2011-09-22 16:49:00 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @mrathee: Hey @facebook, #f8 is a dev conference, not the grammys. Nobody cares what people are wearing.

Your hosts suck."
"116916479974309888","","","","","2011-09-22 16:47:15 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","OH: ""Which is very true to the hacker culture we have here at facebook."" #f8 #lol"
"116910303329009664","","","","","2011-09-22 16:22:43 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Is there anything better than a cafe latte? honestly.

HONESTLY."
"116909360000679937","","","","","2011-09-22 16:18:58 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Corporate Branding: Past, Present and Future / http://t.co/NycoDUv6","http://www.bitrebels.com/geek/corporate-branding-past-present-future-logo-designs/"
"116887886590259200","","","","","2011-09-22 14:53:38 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","I guess I'd care about Pandora removing its 40-hour limit.. if @rdio wasn't better in every conceivable way. http://t.co/W664alAm","http://mashable.com/2011/09/21/pandora-redesign/"
"116886358106185729","","","","","2011-09-22 14:47:34 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Retweet this message and follow @fstoppers and @BHPhotoVideo to win a new Macbook Air: http://t.co/gcOgLVzV","http://bit.ly/n81043"
"116880914545516545","116877644900995072","14684630","","","2011-09-22 14:25:56 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@FOWD @olaolusoga Way to wait till the last second bud"
"116872441770422272","","","116872211779952641","13811562","2011-09-22 13:52:16 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @sazzy: Typed response on offending blog post, deleted said response, closed browser window & remembered what is important in life in ..."
"116870080620544000","","","","","2011-09-22 13:42:53 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Before & After Redesigns of Popular Design Blogs - http://t.co/leQeNVNR","http://speckyboy.com/2011/09/22/before-after-redesigns-of-popular-design-blogs/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+speckboy-design-magazine+%28Speckyboy+Design+Magazine%29"
"116869662670729218","","","","","2011-09-22 13:41:13 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","CSS3 Image Styles - http://t.co/yoPCrfSr via @nickla","http://bit.ly/qeobAS"
"116738389969080320","116716030172217344","255774909","","","2011-09-22 04:59:35 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@MrGube @ratheea may be able to help with that"
"116703014458376192","","","116643847706116096","24609163","2011-09-22 02:39:01 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @sgalineau: Twice a year, Facebook moves 20 pixels around and everyone turns out to be a goddamn UI design expert."
"116702567681114112","","","","","2011-09-22 02:37:15 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","?@flyosity: Google designer @PleaseEnjoy leaks Facebook Music feature ""Listen With Your Friend"". Whoops! http://t.co/dhZSYW6L?","http://cl.ly/3F2E031p0g102b0x2n2r"
"116486025131462656","","","","","2011-09-21 12:16:47 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Apple's iPhone 5 media event - October 4 / http://t.co/NbYP2W9A","http://cl.ly/3h1W3D3F3V0b0V3F1U0I"
"116392582103310336","","","","","2011-09-21 06:05:28 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Dear Adobe Reader,

I never want to update. Stop asking me.

Love,
You suck."
"116191491642241024","","","","","2011-09-20 16:46:24 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Google+ is now open to the public. Add me here: http://t.co/CeWatErg","http://www.manikrathee.com/+"
"116189075798626305","","","116181186337980416","180505807","2011-09-20 16:36:49 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @instagram: Introducing Instagram v2.0: http://t.co/J4FS5CDS","http://bit.ly/o0IJ6r"
"116188918935851010","","","","","2011-09-20 16:36:11 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","The Ultimate List of Free Lightroom Presets - http://t.co/S2NzpBfz","http://www.prophotoshow.net/2007/11/09/lightroom-presets-the-ultimate-free-list/"
"116187618978439168","116187503635070977","701203","","","2011-09-20 16:31:01 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@neave Thanks a ton - much appreciated."
"116187182116515840","116187057042370560","701203","","","2011-09-20 16:29:17 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@neave How did you direct your subdomain /+ to the plus profile?"
"116182498786029569","","","","","2011-09-20 16:10:40 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","?@cameronmoll: Instagram 2.0: Live filters, hi-res pics, borders on/off, and more http://t.co/innsdQKY?","http://d.pr/TfOi"
"115892127342403585","","","","","2011-09-19 20:56:50 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","I was really hoping for this - 
http://t.co/J7n2BdH9","http://www.macrumors.com/2011/09/14/apple-is-building-imessage-into-os-x-lions-ichat/"
"115808526470889472","115807642152214528","22184271","","","2011-09-19 15:24:38 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@PopPhoto Can't help but photograph a couple in love, right?  http://t.co/JxyyXap0 
#mybestshot","http://www.manikratheephotography.com/wp-content/uploads/2011/09/engagement_photography_blog-20.jpg"
"115806346879844353","115806138515193856","15736190","","","2011-09-19 15:15:59 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@smashingmag @tdh I've been playing with designing responsive tumblr themes - this would surely help! Take a look:

http://t.co/lesamQYg","http://manikrathee.tumblr.com"
"115664024917651456","115663756729663488","16031256","","","2011-09-19 05:50:27 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@janinetoro supposedly imminent according to blogs. Maybe grab single issues till then?  

Dunno"
"115663516530253824","115656765793763329","16031256","","","2011-09-19 05:48:25 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@janinetoro wait on ios5 and subscribe via newsstand so it syncs to both"
"115636453664489472","","","","","2011-09-19 04:00:53 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","love is in the air - our latest engagement shoot is up on the blog! 

http://t.co/SjIpcxzt 

#NJ #Wedding #Photographer","http://www.manikratheephotography.com/2011/09/19/love-is-in-the-air-rahul-and-mahati/"
"115128695357837312","","","","","2011-09-17 18:23:14 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Cut my @ReadItLater list down from 2000 articles yesterday to 400 today.

On a side note, I think my eyes fell out."
"114863834312867840","114851964491276289","152152453","","","2011-09-17 00:50:46 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@tgbears Share stuff thats relevant to your followers - I'm a designer and photographer, lots of my followers are as well."
"114794122900013057","","","","","2011-09-16 20:13:46 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","?@PhotoPlusExpo: WPPI Announces Keynote and Seminar Schedule for #WPPI NYC at #PPE2011 #togs
 http://t.co/YYoixMW5?","http://ow.ly/6wJP5"
"114793870960758784","114793796440571905","32812490","","","2011-09-16 20:12:46 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@zobyaly Don't have any."
"114755487853051904","","","","","2011-09-16 17:40:15 +0000","<a href=""http://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","New on modernWEB: ""CSS User Agent"" / http://t.co/DtjlHxSI","http://tumblr.com/xvi4q18r4u"
"114744283411652608","114740185559875585","56942243","","","2011-09-16 16:55:43 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@AdinaNedelcu thanks!"
"114732940335923201","","","","","2011-09-16 16:10:39 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Love is all you need.

http://t.co/l051k1JC http://t.co/o2Ww8WPP","http://www.manikratheephotography.com","http://img.ly/8sgf"
"114731165071585280","114730485552394242","225261033","","","2011-09-16 16:03:36 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@olaolusoga Like when they stop selling users' data?

oh wait."
"114717844935163904","","","","","2011-09-16 15:10:40 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Uh, so I checkout - it auto-ordered based on my last address and pay method without asking. So, my parents are getting a design book. @Fab"
"114717265856970753","","","","","2011-09-16 15:08:22 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","BEHANCE products on sale @fab today. Perfect timing - just finished my last set of action method notebooks. http://t.co/TT2EUpoG via @Fab","http://fab.com/sale/1082/product/11062/5zjsyo/?fref=product-invite-tw"
